,name,h_gene,t_gene,h_uniprot,t_uniprot,h_chr,t_chr,h_pos,t_pos,h_strand,t_strand,id,h_contribution,t_contribution,domain_architecture,dansy_impact,Novel_Architecture
2836,BHLHE40--HOXA10,ENSG00000134107,ENSG00000253293,O14503,P31260,3,7,4981392,27170605,,,DANSY_02836,IPR011598,IPR001356,IPR011598|IPR001356,Novel,True
2837,TAS2R19--FANCL,ENSG00000212124,ENSG00000115392,P59542,Q9NW38,12,2,11021619,58229814,,,DANSY_02837,,IPR043898|IPR044037|IPR026850,IPR043898|IPR044037|IPR026850,Pre-existing,False
2838,NFKBIL1--INTS13,ENSG00000204498,ENSG00000064102,Q9UBC1,Q9NVM9,6,12,31547608,26928205,,,DANSY_02838,,,,No Annotation,False
2839,TEX19--KCNH8,ENSG00000182459,ENSG00000183960,Q8NA77,Q96L42,17,3,82359247,19347725,,,DANSY_02839,,IPR005821|IPR000595,IPR005821|IPR000595,Pre-existing,False
2840,RBPJL--ESRRA,ENSG00000124232,ENSG00000173153,Q9UBG7,P11474,20,11,45314413,64314741,,,DANSY_02840,IPR015351,IPR000536,IPR015351|IPR000536,Novel,True
2841,C5orf34--RAB2A,ENSG00000172244,ENSG00000104388,Q96MH7,P61019,5,8,43487909,60558852,,,DANSY_02841,IPR027830|IPR053899|IPR053900|IPR027865,,IPR027830|IPR053899|IPR053900|IPR027865,Pre-existing,False
2842,MFGE8--ZSCAN4,ENSG00000140545,ENSG00000180532,Q08431,Q8NAM6,15,19,88905757,57670245,,,DANSY_02842,IPR000742|IPR000421,IPR003309|IPR013087|IPR013087|IPR013087|IPR013087,IPR000742|IPR000421|IPR003309|IPR013087|IPR013087|IPR013087|IPR013087,Novel,True
2843,ARHGAP11A--CUL2,ENSG00000198826,ENSG00000108094,Q6P4F7,Q13617,15,10,32615504,35031300,,,DANSY_02843,,IPR019559,IPR019559,Pre-existing,False
2844,SRGAP2--SMC5,ENSG00000266028,ENSG00000198887,O75044,Q8IY18,1,9,206205429,70267923,,,DANSY_02844,,,,No Annotation,False
2845,TRAV17--MEX3C,ENSG00000211797,ENSG00000176624,A0A0B4J275,Q5U5Q3,14,18,21997884,51174550,,,DANSY_02845,IPR007110,IPR004087|IPR001841,IPR007110|IPR004087|IPR001841,Novel,True
2846,FEM1B--DNAH8,ENSG00000169018,ENSG00000124721,Q9UK73,Q96JB1,15,6,68289607,38886791,,,DANSY_02846,,IPR024317|IPR024743|IPR035706|IPR004273|IPR041658|IPR041228,IPR024317|IPR024743|IPR035706|IPR004273|IPR041658|IPR041228,Pre-existing,False
2847,LRRC31--ZNF417,ENSG00000114248,ENSG00000173480,Q6UY01,Q8TAU3,3,19,169851619,57912060,,,DANSY_02847,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
2848,MCOLN2--FBLN1,ENSG00000153898,ENSG00000077942,Q8IZK6,P23142,1,22,84952243,45576977,,,DANSY_02848,,,,No Annotation,False
2849,PEDS1--CFAP68,ENSG00000240849,ENSG00000137720,A5PLL7,Q9H5F2,20,11,50129546,111879541,,,DANSY_02849,,,,No Annotation,False
2850,FBXW9--RBM12,ENSG00000132004,ENSG00000244462,Q5XUX1,Q9NTZ6,19,20,12691342,35648925,,,DANSY_02850,IPR001810,IPR034591|IPR000504|IPR000504|IPR000504|IPR000504,IPR001810|IPR034591|IPR000504|IPR000504|IPR000504|IPR000504,Novel,True
2851,ITGB7--IFRD1,ENSG00000139626,ENSG00000006652,P26010,O00458,12,7,53197493,112456002,,,DANSY_02851,,IPR006921,IPR006921,Pre-existing,False
2852,SIAH2--CEBPZ,ENSG00000181788,ENSG00000115816,O43255,Q03701,3,2,150762433,37231412,,,DANSY_02852,IPR001841,IPR005612,IPR001841|IPR005612,Novel,True
2853,RUNX1T1--CFAP276,ENSG00000079102,ENSG00000179902,Q06455,Q5T5A4,8,1,92014579,109107007,,,DANSY_02853,,,,No Annotation,False
2854,B3GALT9--OR14J1,ENSG00000214654,ENSG00000204695,A8MXE2,Q9UGF5,9,6,120798575,29301701,,,DANSY_02854,,IPR017452,IPR017452,Pre-existing,False
2855,NIF3L1--TRAV26-1,ENSG00000196290,ENSG00000211807,Q9GZT8,A0A087WT03,2,14,200903494,22123998,,,DANSY_02855,,IPR007110,IPR007110,Pre-existing,False
2856,OR56B2--ETFDH,ENSG00000181017,ENSG00000171503,Q8NGI1,Q16134,11,4,5761153,158685101,,,DANSY_02856,,IPR049398|IPR007859,IPR049398|IPR007859,Pre-existing,False
2857,AK8--ZNF286A,ENSG00000165695,ENSG00000187607,Q96MA6,Q9HBT8,9,17,132823205,15700135,,,DANSY_02857,,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR001909|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
2858,AGAP3--ROPN1L,ENSG00000133612,ENSG00000145491,Q96P47,Q96C74,7,5,151143341,10441879,,,DANSY_02858,IPR001849|IPR001164,IPR047844,IPR001849|IPR001164|IPR047844,Novel,True
2859,ARL13B--BRINP3,ENSG00000169379,ENSG00000162670,Q3SXY8,Q76B58,3,1,94039880,190226082,,,DANSY_02859,IPR005225,IPR057450|IPR057671,IPR005225|IPR057450|IPR057671,Novel,True
2860,SIGLEC12--MAGEB4,ENSG00000254521,ENSG00000120289,Q96PQ1,O15481,19,X,51499170,30242000,,,DANSY_02860,IPR003598|IPR003598|IPR003599,IPR021072|IPR002190,IPR003598|IPR003598|IPR003599|IPR021072|IPR002190,Novel,True
2861,SMPD2--PLPP3,ENSG00000135587,ENSG00000162407,O60906,O14495,6,1,109442543,56578878,,,DANSY_02861,,IPR000326,IPR000326,Pre-existing,False
2862,HAVCR2--SPAG4,ENSG00000135077,ENSG00000061656,Q8TDQ0,Q9NPE6,5,20,157088941,35618923,,,DANSY_02862,IPR003599,IPR012919,IPR003599|IPR012919,Novel,True
2863,SLC7A6OS--AKAP8,ENSG00000103061,ENSG00000105127,Q96CW6,O43823,16,19,68310735,15379713,,,DANSY_02863,,IPR034736|IPR034736,IPR034736|IPR034736,Pre-existing,False
2864,PNCK--SERAC1,ENSG00000130822,ENSG00000122335,Q6P2M8,Q96JX3,X,6,153671549,158168140,,,DANSY_02864,,,,No Annotation,False
2865,LEP--TRIM42,ENSG00000174697,ENSG00000155890,P41159,Q8IWZ5,7,3,128251991,140687722,,,DANSY_02865,,IPR017903|IPR003961,IPR017903|IPR003961,Pre-existing,False
2866,APC2--PTPRCAP,ENSG00000115266,ENSG00000213402,O95996,Q14761,19,11,1461963,67437617,,,DANSY_02866,IPR032038,,IPR032038,Pre-existing,False
2867,FAM168A--DHRS4,ENSG00000054965,ENSG00000157326,Q92567,Q9BTZ2,11,14,73597923,23966283,,,DANSY_02867,,,,No Annotation,False
2868,ELP1--BIN1,ENSG00000070061,ENSG00000136717,O95163,O00499,9,2,108880052,127048032,,,DANSY_02868,IPR056164|IPR056165|IPR056167|IPR056166,,IPR056164|IPR056165|IPR056167|IPR056166,Pre-existing,False
2869,CDKN1A--INSL5,ENSG00000124762,ENSG00000172410,P38936,Q9Y5Q6,6,1,36678714,66801047,,,DANSY_02869,,IPR016179,IPR016179,Pre-existing,False
2870,CMTM6--PLCB4,ENSG00000091317,ENSG00000101333,Q9NX76,Q15147,3,20,32481312,9437002,,,DANSY_02870,IPR008253,IPR014815,IPR008253|IPR014815,Novel,True
2871,TUFT1--GPR52,ENSG00000143367,ENSG00000203737,Q9NNX1,Q9Y2T5,1,1,151564525,174447964,,,DANSY_02871,,IPR017452,IPR017452,Pre-existing,False
2872,POLN--NEDD8,ENSG00000130997,ENSG00000129559,Q7Z5Q5,Q15843,4,14,2213047,24218133,,,DANSY_02872,,,,No Annotation,False
2873,SPATA31F3--P2RX4,ENSG00000187791,ENSG00000135124,A6NFA0,Q99571,9,12,34895039,121210129,,,DANSY_02873,,,,No Annotation,False
2874,CMTM8--TP53TG5,ENSG00000170293,ENSG00000124251,Q8IZV2,Q9Y2B4,3,20,32369884,45375039,,,DANSY_02874,IPR008253,,IPR008253,Pre-existing,False
2875,BRIP1--DCN,ENSG00000136492,ENSG00000011465,Q9BX63,P07585,17,12,61793597,91158296,,,DANSY_02875,IPR006554,,IPR006554,Pre-existing,False
2876,TRAV17--CNNM3,ENSG00000211797,ENSG00000168763,A0A0B4J275,Q8NE01,14,2,21997884,96816268,,,DANSY_02876,IPR007110,IPR002550|IPR044751|IPR000644,IPR007110|IPR002550|IPR044751|IPR000644,Novel,True
2877,FAM107A--IL18,ENSG00000168309,ENSG00000150782,O95990,Q14116,3,11,58564117,112150072,,,DANSY_02877,,,,No Annotation,False
2878,ANKRD42--RPL7,ENSG00000137494,ENSG00000147604,Q8N9B4,P18124,11,8,83224855,73291043,,,DANSY_02878,,,,No Annotation,False
2879,ACKR3--ACP6,ENSG00000144476,ENSG00000162836,P25106,Q9NPH0,2,1,236580440,147655161,,,DANSY_02879,IPR017452,,IPR017452,Pre-existing,False
2880,TAS1R3--C2orf72,ENSG00000169962,ENSG00000204128,Q7RTX0,A6NCS6,1,2,1333259,231041296,,,DANSY_02880,IPR001828,,IPR001828,Pre-existing,False
2881,DNAH8--APOO,ENSG00000124721,ENSG00000184831,Q96JB1,Q9BUR5,6,X,38945467,23880845,,,DANSY_02881,IPR013594|IPR056759|IPR013602|IPR003593|IPR003593|IPR041466|IPR003593|IPR041589|IPR024317|IPR024743|IPR035706|IPR004273,,IPR013594|IPR056759|IPR013602|IPR003593|IPR003593|IPR041466|IPR003593|IPR041589|IPR024317|IPR024743|IPR035706|IPR004273,Pre-existing,False
2882,NIM1K--PNPLA4,ENSG00000177453,ENSG00000006757,Q8IY84,P41247,5,X,43277057,7922004,,,DANSY_02882,,,,No Annotation,False
2883,THAP1--FBN3,ENSG00000131931,ENSG00000142449,Q9NVV9,Q75N90,8,19,42843024,8117169,,,DANSY_02883,,IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742,IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR017878|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742|IPR000742,Pre-existing,False
2884,C11orf87--GNB1,ENSG00000185742,ENSG00000078369,Q6NUJ2,P62873,11,1,109423375,1817837,,,DANSY_02884,,IPR001632|IPR001632|IPR001632|IPR001632,IPR001632|IPR001632|IPR001632|IPR001632,Pre-existing,False
2885,OR12D1--IGHV3-73,ENSG00000251608,ENSG00000211976,P0DN82,A0A0B4J1V6,6,14,29414928,106803108,,,DANSY_02885,,IPR007110,IPR007110,Pre-existing,False
2886,SETD6--EVPLL,ENSG00000103037,ENSG00000214860,Q8TBK2,A8MZ36,16,17,58515791,18382826,,,DANSY_02886,,,,No Annotation,False
2887,ZMYM1--ADH4,ENSG00000197056,ENSG00000198099,Q5SVZ6,P08319,1,4,35093914,99139061,,,DANSY_02887,,IPR013149,IPR013149,Pre-existing,False
2888,ST8SIA4--FBXL4,ENSG00000113532,ENSG00000112234,Q92187,Q9UKA2,5,6,100895654,98934762,,,DANSY_02888,,IPR001810|IPR057207,IPR001810|IPR057207,Pre-existing,False
2889,NECTIN3--PTF1A,ENSG00000177707,ENSG00000168267,Q9NQS3,Q7RTS3,3,10,111122121,23192312,,,DANSY_02889,IPR003599|IPR007110,IPR011598,IPR003599|IPR007110|IPR011598,Novel,True
2890,ZPR1--SCLY,ENSG00000109917,ENSG00000132330,O75312,Q96I15,11,2,116782158,238081709,,,DANSY_02890,IPR004457,,IPR004457,Pre-existing,False
2891,RPS6KA6--MITF,ENSG00000072133,ENSG00000187098,Q9UK32,O75030,X,3,84102037,69959273,,,DANSY_02891,IPR000719|IPR000961,IPR021802,IPR000719|IPR000961|IPR021802,Novel,True
2892,NUDT16L1--TM4SF19,ENSG00000168101,ENSG00000145107,Q9BRJ7,Q96DZ7,16,3,4693562,196338264,,,DANSY_02892,,,,No Annotation,False
2893,CAPRIN2--DEFB136,ENSG00000110888,ENSG00000205884,Q6IMN6,Q30KP8,12,8,30731343,11974545,,,DANSY_02893,,,,No Annotation,False
2894,NIM1K--CST1,ENSG00000177453,ENSG00000170373,Q8IY84,P01037,5,20,43279980,23747562,,,DANSY_02894,IPR000719,,IPR000719,Pre-existing,False
2895,MMP19--BCL2L11,ENSG00000123342,ENSG00000153094,Q99542,O43521,12,2,55842353,111150044,,,DANSY_02895,,IPR015040,IPR015040,Pre-existing,False
2896,PCYT1B--PNPLA7,ENSG00000102230,ENSG00000130653,Q9Y5K3,Q6ZV29,X,9,24587241,137461536,,,DANSY_02896,,,,No Annotation,False
2897,FGF7--OR52B2,ENSG00000140285,ENSG00000255307,P21781,Q96RD2,15,11,49483151,6169355,,,DANSY_02897,,IPR017452,IPR017452,Pre-existing,False
2898,ARHGEF10--LHX8,ENSG00000104728,ENSG00000162624,O15013,Q68G74,8,1,1880048,75148587,,,DANSY_02898,,IPR001356,IPR001356,Pre-existing,False
2899,NABP1--OPCML,ENSG00000173559,ENSG00000183715,Q96AH0,Q14982,2,11,191678136,132529061,,,DANSY_02899,,IPR003598|IPR003598,IPR003598|IPR003598,Pre-existing,False
2900,AKNA--CMAS,ENSG00000106948,ENSG00000111726,Q7Z591,Q8NFW8,9,12,114356863,22058567,,,DANSY_02900,IPR022150,,IPR022150,Pre-existing,False
2901,FPR3--MTARC2,ENSG00000187474,ENSG00000117791,P25089,Q969Z3,19,1,51823739,220762910,,,DANSY_02901,IPR017452,,IPR017452,Pre-existing,False
2902,LGI1--COL5A3,ENSG00000108231,ENSG00000080573,O95970,P25940,10,19,93757936,9977229,,,DANSY_02902,,IPR000885,IPR000885,Pre-existing,False
2903,TEX28--DUSP6,ENSG00000278057,ENSG00000139318,O15482,Q16828,X,12,154287680,89351640,,,DANSY_02903,,IPR001763|IPR000340,IPR001763|IPR000340,Pre-existing,False
2904,C7orf78--STMN1,ENSG00000226690,ENSG00000117632,A0A1B0GVB3,P16949,7,1,12540920,25901491,,,DANSY_02904,,,,No Annotation,False
2905,CSRNP1--RAE1,ENSG00000144655,ENSG00000101146,Q96S65,P78406,3,20,39144997,57378013,,,DANSY_02905,,,,No Annotation,False
2906,RALYL--TNKS1BP1,ENSG00000184672,ENSG00000149115,Q86SE5,Q9C0C2,8,11,84804770,57312534,,,DANSY_02906,IPR000504,IPR032764,IPR000504|IPR032764,Novel,True
2907,SAAL1--PAFAH1B1,ENSG00000166788,ENSG00000007168,Q96ER3,P43034,11,17,18083535,2666016,,,DANSY_02907,,,,No Annotation,False
2908,SNCG--STOM,ENSG00000173267,ENSG00000148175,O76070,P27105,10,9,86958599,121349120,,,DANSY_02908,,,,No Annotation,False
2909,ZAR1--DIAPH3,ENSG00000182223,ENSG00000139734,Q86SH2,Q9NSV4,4,13,48490252,59916155,,,DANSY_02909,,IPR014767,IPR014767,Pre-existing,False
2910,TTC31--VPS9D1,ENSG00000115282,ENSG00000075399,Q49AM3,Q9Y2B5,2,16,74492304,89719027,,,DANSY_02910,,IPR003123,IPR003123,Pre-existing,False
2911,MAP3K5--DPRX,ENSG00000197442,ENSG00000204595,Q99683,A6NFQ7,6,19,136656307,53631999,,,DANSY_02911,IPR046872|IPR025136,IPR001356,IPR046872|IPR025136|IPR001356,Novel,True
2912,ALDOB--BAG3,ENSG00000136872,ENSG00000151929,P05062,O95817,9,10,101435709,119669851,,,DANSY_02912,,IPR003103,IPR003103,Pre-existing,False
2913,TAS1R3--SUMO4,ENSG00000169962,ENSG00000177688,Q7RTX0,Q6EEV6,1,6,1333259,149400262,,,DANSY_02913,IPR001828,IPR000626,IPR001828|IPR000626,Novel,True
2914,H2BC4--MPHOSPH6,ENSG00000180596,ENSG00000135698,P62807,Q99547,6,16,26123467,82151424,,,DANSY_02914,IPR007125,,IPR007125,Pre-existing,False
2915,APOBEC3B--OBSCN,ENSG00000179750,ENSG00000154358,Q9UH17,Q5VST9,22,1,38986298,228292523,,,DANSY_02915,IPR002125,IPR003598|IPR003598|IPR003598|IPR003598|IPR003599|IPR003599|IPR003961|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598|IPR001452|IPR000219|IPR001849|IPR003598|IPR003598|IPR003598|IPR000719|IPR003598|IPR003961|IPR000719,IPR002125|IPR003598|IPR003598|IPR003598|IPR003598|IPR003599|IPR003599|IPR003961|IPR003598|IPR003598|IPR003598|IPR003598|IPR003598|IPR001452|IPR000219|IPR001849|IPR003598|IPR003598|IPR003598|IPR000719|IPR003598|IPR003961|IPR000719,Novel,True
2916,IL12RB1--WDR45B,ENSG00000096996,ENSG00000141580,P42701,Q5MNZ6,19,17,18086760,82648274,,,DANSY_02916,,,,No Annotation,False
2917,HSP90B1--ACTC1,ENSG00000166598,ENSG00000159251,P14625,P68032,12,15,103932277,34794680,,,DANSY_02917,,,,No Annotation,False
2918,TRBD1--GZMM,ENSG00000282431,ENSG00000197540,P0DPI4,P51124,7,19,142786213,548922,,,DANSY_02918,,,,No Annotation,False
2919,UBR5--ZNF843,ENSG00000104517,ENSG00000176723,O95071,Q8N446,8,16,102360071,31435434,,,DANSY_02919,,IPR013087|IPR013087,IPR013087|IPR013087,Pre-existing,False
2920,PIERCE1--SCRN1,ENSG00000160345,ENSG00000136193,Q5BN46,Q12765,9,7,135498585,29955179,,,DANSY_02920,,,,No Annotation,False
2921,SUGP2--WBP11,ENSG00000064607,ENSG00000084463,Q8IX01,Q9Y2W2,19,12,18994366,14793731,,,DANSY_02921,IPR000061|IPR000061|IPR000467,,IPR000061|IPR000061|IPR000467,Pre-existing,False
2922,PTX3--HOXC6,ENSG00000163661,ENSG00000197757,P26022,P09630,3,12,157437513,54029655,,,DANSY_02922,IPR058832,IPR001356,IPR058832|IPR001356,Novel,True
2923,NUDT15--PDK3,ENSG00000136159,ENSG00000067992,Q9NV35,Q15120,13,X,48040920,24505209,,,DANSY_02923,,IPR003594,IPR003594,Pre-existing,False
2924,SLC1A5--CAMK4,ENSG00000105281,ENSG00000152495,Q15758,Q16566,19,5,46777211,111473311,,,DANSY_02924,,,,No Annotation,False
2925,BNIP2--FAAH2,ENSG00000140299,ENSG00000165591,Q12982,Q6GMR7,15,X,59680241,57431918,,,DANSY_02925,,,,No Annotation,False
2926,RPRM--ZNF275,ENSG00000177519,ENSG00000063587,Q9NS64,Q9NSD4,2,X,153477338,153336634,,,DANSY_02926,,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087|IPR013087,Pre-existing,False
2927,OPN1LW--GCSH,ENSG00000102076,ENSG00000140905,P04000,P23434,X,16,154154574,81096131,,,DANSY_02927,,IPR000089,IPR000089,Pre-existing,False
2928,LRRC47--AKR1C8,ENSG00000130764,ENSG00000264006,Q8N1G4,Q5T2L2,1,10,3782661,5162853,,,DANSY_02928,,,,No Annotation,False
2929,PCSK2--TEX54,ENSG00000125851,ENSG00000283268,P16519,A0A1B0GVG6,20,11,17436708,62832321,,,DANSY_02929,IPR032815,,IPR032815,Pre-existing,False
2930,PCNT--OTOGL,ENSG00000160299,ENSG00000165899,O95613,Q3ZCN5,21,12,46401551,80239333,,,DANSY_02930,,IPR014853|IPR001007|IPR001846|IPR014853|IPR002919|IPR001007|IPR001846|IPR014853|IPR007934|IPR058753|IPR001846|IPR014853|IPR058755|IPR006207,IPR014853|IPR001007|IPR001846|IPR014853|IPR002919|IPR001007|IPR001846|IPR014853|IPR007934|IPR058753|IPR001846|IPR014853|IPR058755|IPR006207,Pre-existing,False
2931,PROX2--MIB1,ENSG00000119608,ENSG00000101752,Q3B8N5,Q86YT6,14,18,74856801,21740792,,,DANSY_02931,,IPR010606|IPR000433|IPR010606|IPR040847|IPR040847|IPR001841|IPR001841|IPR001841,IPR010606|IPR000433|IPR010606|IPR040847|IPR040847|IPR001841|IPR001841|IPR001841,Pre-existing,False
2932,SHMT1--SCD5,ENSG00000176974,ENSG00000145284,P34896,Q86SK9,17,4,18348325,82636591,,,DANSY_02932,,,,No Annotation,False
2933,MYBL1--KHNYN,ENSG00000185697,ENSG00000100441,P10243,O15037,8,14,66599050,24436388,,,DANSY_02933,IPR001005,IPR056578,IPR001005|IPR056578,Novel,True
2934,CACNA2D3--SOWAHD,ENSG00000157445,ENSG00000187808,Q8IZS8,A6NJG2,3,X,54899788,119758588,,,DANSY_02934,IPR013608|IPR002035,,IPR013608|IPR002035,Pre-existing,False
2935,DOCK4--OR4E1,ENSG00000128512,ENSG00000276240,Q8N1I0,P0C645,7,14,111867984,21667886,,,DANSY_02935,IPR001452|IPR032376|IPR027007,IPR017452,IPR001452|IPR032376|IPR027007|IPR017452,Novel,True
2936,ARSG--STX16,ENSG00000141337,ENSG00000124222,Q96EG1,O14662,17,20,68401360,58651283,,,DANSY_02936,IPR000917,IPR000727,IPR000917|IPR000727,Novel,True
2937,SAMD9L--INSL4,ENSG00000177409,ENSG00000120211,Q8IVG5,Q14641,7,9,93144732,5231419,,,DANSY_02937,,,,No Annotation,False
2938,IGSF21--ALDH16A1,ENSG00000117154,ENSG00000161618,Q96ID5,Q8IZ83,1,19,18365223,49458960,,,DANSY_02938,IPR003599,IPR015590,IPR003599|IPR015590,Novel,True
2939,NPLOC4--FAM114A1,ENSG00000182446,ENSG00000197712,Q8TAT6,Q8IWE2,17,4,81606691,38929242,,,DANSY_02939,IPR024682,,IPR024682,Pre-existing,False
2940,IRF5--BTNL9,ENSG00000128604,ENSG00000165810,Q13568,Q6UXG8,7,5,128942071,181053469,,,DANSY_02940,,IPR001870,IPR001870,Pre-existing,False
2941,CDKN1A--CCDC74B,ENSG00000124762,ENSG00000152076,P38936,Q96LY2,6,2,36678714,130142133,,,DANSY_02941,,IPR029422,IPR029422,Pre-existing,False
2942,MZB1--BROX,ENSG00000170476,ENSG00000162819,Q8WU39,Q5VW32,5,1,139389680,222719263,,,DANSY_02942,,,,No Annotation,False
2943,FGFR2--LSM2,ENSG00000066468,ENSG00000204392,P21802,Q9Y333,10,6,121538592,31806755,,,DANSY_02943,IPR003598|IPR003598,IPR001163,IPR003598|IPR003598|IPR001163,Novel,True
2944,CRISP3--EPS15,ENSG00000096006,ENSG00000085832,P54108,P42566,6,1,49733195,51421786,,,DANSY_02944,IPR014044,,IPR014044,Pre-existing,False
2945,TWIST2--SEC14L4,ENSG00000233608,ENSG00000133488,Q8WVJ9,Q9UDX3,2,22,238909842,30494150,,,DANSY_02945,IPR011598,IPR009038,IPR011598|IPR009038,Novel,True
2946,IQCF2--ENSA,ENSG00000184345,ENSG00000143420,Q8IXL9,O43768,3,1,51861615,150625642,,,DANSY_02946,,,,No Annotation,False
2947,FAM83G--SNRNP70,ENSG00000188522,ENSG00000104852,A6ND36,P08621,17,19,18979549,49085451,,,DANSY_02947,,IPR022023|IPR000504,IPR022023|IPR000504,Pre-existing,False
2948,TNFRSF9--SLC25A53,ENSG00000049249,ENSG00000269743,Q07011,Q5H9E4,1,X,7933162,104099214,,,DANSY_02948,IPR001368|IPR001368,,IPR001368|IPR001368,Pre-existing,False
2949,MAP2K3--C3orf20,ENSG00000034152,ENSG00000131379,P46734,Q8ND61,17,3,21300545,14761473,,,DANSY_02949,,,,No Annotation,False
2950,ARR3--TBXAS1,ENSG00000120500,ENSG00000059377,P36575,P24557,X,7,70278066,139953368,,,DANSY_02950,IPR011021,,IPR011021,Pre-existing,False
2951,PAQR6--SMIM30,ENSG00000160781,ENSG00000214194,Q6TCH4,A4D0T7,1,7,156245535,113118068,,,DANSY_02951,,,,No Annotation,False
2952,ZCRB1--SIGLECL1,ENSG00000139168,ENSG00000179213,Q8TBF4,Q8N7X8,12,19,42325924,51251080,,,DANSY_02952,,,,No Annotation,False
2953,TFAP4--RIN1,ENSG00000090447,ENSG00000174791,Q01664,Q13671,16,11,4262324,66335762,,,DANSY_02953,IPR011598,IPR003123|IPR000159,IPR011598|IPR003123|IPR000159,Novel,True
2954,ZBTB7C--P2RY6,ENSG00000184828,ENSG00000171631,A1YPR0,Q15077,18,11,48026672,73296485,,,DANSY_02954,IPR000210|IPR013087|IPR013087|IPR013087|IPR013087,IPR017452,IPR000210|IPR013087|IPR013087|IPR013087|IPR013087|IPR017452,Novel,True
2955,SRD5A1--ADAMTS8,ENSG00000145545,ENSG00000134917,P18405,Q9UP79,5,11,6668202,130408768,,,DANSY_02955,IPR001104,IPR045371|IPR010294,IPR001104|IPR045371|IPR010294,Novel,True
2956,NOS2--CDH8,ENSG00000007171,ENSG00000150394,P35228,P55286,17,16,27782944,62021152,,,DANSY_02956,,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR000233,IPR002126|IPR002126|IPR002126|IPR002126|IPR002126|IPR000233,Pre-existing,False
2957,ZNF275--ASB9,ENSG00000063587,ENSG00000102048,Q9NSD4,Q96DX5,X,X,153345520,15250430,,,DANSY_02957,,IPR001496,IPR001496,Pre-existing,False
2958,MAP2K4--PGLYRP2,ENSG00000065559,ENSG00000161031,P45985,Q96PD5,17,19,12054889,15475538,,,DANSY_02958,,IPR002502,IPR002502,Pre-existing,False
2959,KCNIP3--NPFF,ENSG00000115041,ENSG00000139574,Q9Y2W7,O15130,2,12,95383232,53507021,,,DANSY_02959,IPR002048,,IPR002048,Pre-existing,False
2960,MBNL3--MEIOB,ENSG00000076770,ENSG00000162039,Q9NUK0,Q8N635,X,16,132488851,1837784,,,DANSY_02960,,,,No Annotation,False
2961,KRTAP4-5--NUP93,ENSG00000198271,ENSG00000102900,Q9BYR2,Q8N1F7,17,16,41148924,56821504,,,DANSY_02961,,,,No Annotation,False
2962,PARP6--POU2F1,ENSG00000137817,ENSG00000143190,Q2NL67,P14859,15,1,72249245,167374108,,,DANSY_02962,,IPR000327|IPR001356|IPR045703,IPR000327|IPR001356|IPR045703,Pre-existing,False
2963,ZDHHC16--TIMM29,ENSG00000171307,ENSG00000142444,Q969W1,Q9BSF4,10,19,97450357,10928811,,,DANSY_02963,,,,No Annotation,False
2964,UBE2W--FCER1A,ENSG00000104343,ENSG00000179639,Q96B02,P12319,8,1,73786219,159307748,,,DANSY_02964,IPR000608,,IPR000608,Pre-existing,False
2965,MINAR2--PDLIM3,ENSG00000186367,ENSG00000154553,P59773,Q53GG5,5,4,129760378,185514270,,,DANSY_02965,,IPR006643|IPR001781,IPR006643|IPR001781,Pre-existing,False
2966,MSRB3--RLN1,ENSG00000174099,ENSG00000107018,Q8IXL7,P04808,12,9,65326826,5339536,,,DANSY_02966,,IPR016179,IPR016179,Pre-existing,False
2967,FAM120AOS--RNFT2,ENSG00000188938,ENSG00000135119,Q5T036,Q96EX2,9,12,93450479,116740345,,,DANSY_02967,,IPR001841,IPR001841,Pre-existing,False
